char* first_name,char* last_name,int overall_rating,int age,int jersey_number,int team_id,int pos_id,int speed,int strength,int toughness,int carrying,int catching,int throwAccuracy,int jukeMove,int kickAccuracy,int kickReturn,int block,int coverage,int tackle
Jaelyn,Duncan,61,25,71,30,18,69,85,79,35,24,7,10,19,10,74,12,33
John,Ojukwu,61,26,61,30,11,64,86,85,23,21,6,12,11,10,74,11,55
Jordan,Mims,61,26,24,30,4,85,64,87,87,59,28,81,15,73,42,13,35
Brenden,Jaimes,59,26,66,30,1,65,82,77,24,21,6,10,21,10,68,9,32
Chandler,Brewer,58,28,67,30,16,66,88,84,31,34,10,10,25,10,66,14,33
Tim,Boyle,56,30,15,30,14,77,60,75,58,25,75,51,12,10,10,15,25
Brandon,Allen,54,32,10,30,14,75,56,75,59,26,72,47,20,13,14,15,24
Justin,Jefferson,99,26,18,31,20,91,64,87,73,96,30,93,12,61,43,22,36
Christian,Darrisaw,92,26,71,31,11,73,92,85,25,26,6,10,13,10,87,13,29
Harrison,Smith,88,36,22,31,5,87,73,84,66,82,10,54,20,10,29,78,78
Jonathan,Allen,88,30,93,31,3,73,93,85,40,35,6,28,8,10,32,27,95
T.J.,Hockenson,88,28,87,31,19,83,80,89,79,94,15,70,34,10,61,32,46
Brian,O'Neill,86,29,75,31,18,76,86,93,51,37,6,31,13,11,87,13,29
Aaron,Jones,85,30,33,31,4,89,71,91,86,73,28,89,20,55,35,18,27
Byron,Murphy Jr,85,27,7,31,2,92,60,81,61,78,6,75,11,70,17,84,54
Jordan,Addison,84,23,3,31,20,90,52,84,78,91,39,89,17,76,30,31,37
Andrew,Van Ginkel,83,30,43,31,15,87,74,93,58,70,6,30,19,13,32,68,83
Blake,Cashman,83,29,51,31,12,88,70,82,52,50,6,29,14,10,33,72,89
Jonathan,Greenard,83,28,58,31,7,83,81,82,56,63,6,47,18,20,36,47,83
Ryan,Kelly,83,32,78,31,1,69,85,90,25,29,6,20,20,9,79,13,32
Josh,Metellus,82,27,44,31,5,89,66,87,62,68,12,72,15,50,25,68,85
Andrew,DePaola,81,38,42,31,10,75,75,72,63,66,9,40,11,10,62,18,62
Javon,Hargrave,81,32,98,31,3,75,87,88,30,28,6,16,17,9,39,22,88
Will,Fries,80,27,76,31,16,59,87,86,29,23,6,10,22,10,85,12,38
Jordan,Mason,79,26,27,31,4,89,78,88,90,60,21,84,11,65,44,33,42
Harrison,Phillips,78,29,97,31,3,70,93,91,26,27,6,26,11,10,39,23,87
Ivan,Pace Jr,78,24,0,31,17,85,72,88,53,63,6,52,19,10,33,66,88
Rondale,Moore,78,25,4,31,20,93,66,78,74,82,38,87,20,77,37,13,25
Isaiah,Rodgers Sr,76,27,2,31,2,93,50,80,56,70,12,82,34,87,21,76,59
C.J.,Ham,75,32,30,31,4,83,77,89,78,71,23,72,12,51,74,15,36
Mekhi,Blackmon,75,26,5,31,2,90,55,85,55,71,6,75,15,67,24,72,70
Ryan,Wright,75,25,17,31,13,81,62,81,45,31,40,34,82,10,11,10,39
Will,Reichard,75,24,16,31,6,78,42,75,30,22,27,28,86,10,12,10,29
Donovan,Jackson,74,22,74,31,8,67,90,90,25,23,6,14,12,10,79,10,31
Jalen,Nailor,74,26,1,31,20,91,58,75,70,82,10,75,15,78,39,27,34
Dallas,Turner,73,22,15,31,15,90,76,85,35,45,6,36,15,10,33,52,80
Eric,Wilson,73,30,55,31,17,87,75,85,50,64,6,65,19,35,31,62,81
J.J.,McCarthy,73,22,9,31,14,85,68,95,63,36,82,69,29,14,20,13,29
Josh,Oliver,73,28,84,31,19,86,75,81,76,84,10,60,15,39,75,22,47
Ty,Chandler,73,27,32,31,4,93,65,88,90,67,20,79,17,76,44,15,32
Blake,Brandel,72,28,64,31,8,69,87,92,29,23,6,10,27,10,78,14,29
Jalen,Redmond,72,26,61,31,3,79,85,81,42,37,6,27,12,10,40,21,79
Ambry,Thomas,71,25,23,31,2,91,61,86,54,69,6,80,12,74,26,68,66
Jeff,Okudah,71,26,21,31,2,90,66,75,64,62,11,71,12,50,22,73,62
Tai,Felton,71,22,13,31,20,93,59,89,70,81,20,82,27,71,31,40,49
Tavierre,Thomas,71,29,37,31,5,90,55,84,58,64,6,71,14,74,24,75,59
Bo,Richter,69,25,54,31,7,87,72,84,32,44,6,33,24,10,28,46,78
Jay,Ward,69,25,24,31,5,87,58,75,64,70,12,73,16,63,29,66,66
Levi Drake,Rodriguez,69,25,50,31,3,72,84,85,26,42,9,31,12,10,32,25,82
Theo,Jackson,68,26,26,31,5,90,58,83,55,65,6,65,15,40,28,63,67
Gabriel,Murphy,67,24,59,31,7,83,77,80,38,38,10,53,14,30,28,55,73
Justin,Skule,67,28,67,31,11,65,85,85,22,28,6,13,22,10,77,12,32
Brian,Asamoah II,66,25,6,31,12,87,71,85,55,54,6,44,12,10,34,63,77
Dwight,McGlothern,66,23,29,31,2,90,59,84,55,62,24,75,21,65,23,64,54
Jonathan,Harris,66,29,92,31,3,70,81,82,22,27,6,24,11,10,28,39,78
Myles,Price,66,23,31,31,20,92,53,84,70,80,21,74,14,82,31,16,26
Tyrion,Ingram-Dawkins,66,22,90,31,3,77,83,85,64,47,12,57,22,21,34,13,71
Sam,Howell,65,24,8,31,14,82,64,92,66,61,79,72,37,14,20,13,29
Taki,Taimani,65,25,94,31,3,62,80,85,32,24,6,10,12,10,42,11,76
Travis,Bell,65,26,95,31,3,72,86,81,25,30,6,25,10,10,38,17,78
Zemaiah,Vaughn,65,23,34,31,2,91,66,85,57,68,6,70,15,48,25,67,53
Gavin,Bartholomew,64,22,86,31,19,82,70,89,71,76,23,64,26,28,56,30,36
Kobe,King,64,22,41,31,12,83,76,88,60,49,6,46,18,10,34,58,76
Tim,Jones,64,27,14,31,20,89,63,80,74,79,10,75,13,73,36,24,35
Silas,Bolden,63,23,83,31,20,88,60,82,68,81,15,75,16,81,32,22,20
Tyler,Batty,63,26,96,31,15,80,83,83,35,36,6,31,13,10,33,40,77
Walter,Rouse,63,24,73,31,18,64,83,86,25,38,8,20,21,10,76,8,37
Austin,Keys,62,23,56,31,12,85,71,84,58,55,6,49,17,10,34,59,80
Dorian,Mausi Jr.,62,23,52,31,17,83,68,85,57,53,6,55,21,10,35,57,78
Giovanni,Ricci,62,28,49,31,4,78,69,79,74,68,33,72,22,35,61,17,31
Joe,Huber,62,23,60,31,16,66,86,81,23,22,6,10,12,10,73,12,27
Kahlef,Hailassie,62,24,25,31,2,88,53,87,53,70,12,73,11,55,31,65,55
Benjamin,Yurosek,61,23,48,31,19,84,72,80,68,76,10,62,14,13,55,15,37
Chaz,Chambliss,61,22,57,31,17,81,79,86,58,51,6,41,16,10,35,57,77
Michael,Jurgens,61,25,65,31,1,58,80,85,20,26,6,13,22,10,74,14,30
Bryson,Nesbit,60,22,46,31,19,76,71,78,72,77,10,63,15,17,56,17,36
Max,Brosmer,60,24,12,31,14,79,70,86,55,31,76,63,33,20,25,16,32
Leroy,Watson,58,27,72,31,11,75,78,75,67,68,11,54,11,5,72,10,35
Zeke,Correll,58,24,63,31,1,55,82,80,24,23,6,10,12,10,74,12,26
Brett,Rypien,57,29,11,31,14,76,52,81,55,46,75,50,18,13,18,13,31
Matt,Nelson,54,29,69,31,18,67,75,87,35,43,6,10,11,10,70,12,68
Derek,Stingley Jr,93,24,24,32,2,93,63,75,63,83,22,84,19,72,22,94,60
Danielle,Hunter,91,30,55,32,15,88,82,81,46,36,6,40,11,10,30,44,87
Joe,Mixon,91,29,28,32,4,92,82,91,98,75,33,91,16,76,52,15,37
Nico,Collins,89,26,12,32,20,94,67,83,77,96,25,79,15,40,39,16,26
Will,Anderson Jr,89,23,51,32,7,87,86,91,50,59,6,57,12,10,40,36,85
Nick,Chubb,87,29,21,32,4,88,86,92,96,68,20,87,12,35,37,14,29
Trent,Brown,85,32,77,32,18,69,91,75,32,35,6,10,20,10,83,14,40
C.J.,Gardner-Johnson,84,27,23,32,5,90,68,83,64,84,12,74,50,64,27,85,67
Jalen,Pitre,83,26,5,32,5,90,62,82,63,75,13,72,32,45,30,81,62
Jimmie,Ward,83,34,20,32,5,89,54,85,65,74,6,64,19,35,23,78,80
Tank,Dell,82,25,3,32,20,92,50,87,71,86,15,86,13,79,37,10,21
C.J.,Stroud,81,23,7,32,14,82,61,88,61,21,88,58,19,12,13,10,24
Christian,Kirk,81,28,13,32,20,90,65,91,72,90,34,88,14,84,35,17,30
Kamari,Lassiter,81,22,4,32,2,90,52,79,54,67,11,77,12,64,25,83,67
Azeez,Al-Shaair,80,28,0,32,12,86,77,87,46,61,6,31,20,10,31,65,89
Dalton,Schultz,80,29,86,32,19,82,76,86,72,89,10,72,14,38,62,14,29
Ka'imi,Fairbairn,80,31,15,32,6,79,39,65,45,37,30,10,88,10,19,17,35
Tommy,Townsend,79,28,6,32,13,81,43,58,40,20,41,10,83,10,14,20,35
Cam,Robinson,78,29,74,32,11,69,90,94,27,32,6,18,28,8,70,14,29
Dameon,Pierce,78,25,31,32,4,90,84,91,89,67,15,82,12,78,45,14,41
Tytus,Howard,78,29,71,32,16,73,85,85,24,28,38,41,16,10,78,14,23
Denico,Autry,76,35,96,32,7,74,86,85,45,35,6,10,11,10,32,27,82
E.J.,Speed,76,30,45,32,17,88,74,81,66,66,6,70,16,60,34,58,82
Laken,Tomlinson,76,33,75,32,8,70,86,84,25,20,6,10,20,10,78,14,35
Calen,Bullock,75,22,2,32,5,90,54,84,64,78,10,75,22,60,24,73,65
Folorunso,Fatukasi,75,30,91,32,3,66,91,89,26,23,6,17,15,10,37,23,85
Sheldon,Rankins,75,31,90,32,3,72,87,91,40,43,6,25,17,9,40,34,81
Henry,To'oTo'o,74,24,39,32,9,85,65,85,57,55,6,66,31,44,33,67,78
Jayden,Higgins,74,22,81,32,20,89,67,90,77,86,13,80,16,80,42,28,22
John,Metchie,74,25,8,32,20,90,66,90,77,79,10,82,15,73,40,14,24
Juice,Scruggs,74,25,70,32,8,65,87,88,31,36,6,10,24,10,79,10,48
Braxton,Berrios,73,29,17,32,20,90,55,77,72,84,10,79,13,84,30,22,25
Derek,Barnett,73,29,95,32,15,77,85,84,53,49,6,37,15,10,28,39,82
Ed,Ingram,73,26,69,32,16,72,87,86,25,22,6,12,14,10,81,10,30
Jaylin,Noel,73,22,82,32,20,93,66,88,73,82,59,77,30,80,45,31,25
Justin,Watson,73,30,84,32,20,90,69,86,76,81,10,69,15,70,46,21,30
Tim,Settle Jr,73,28,98,32,3,69,88,89,27,26,6,25,15,10,39,23,83
Aireontae,Ersery,72,23,79,32,11,72,85,88,30,19,6,10,28,10,79,12,32
Darrell,Taylor,72,28,52,32,15,83,86,84,62,59,6,43,13,45,35,53,82
Jarrett,Patterson,72,26,54,32,1,61,83,88,24,33,5,23,15,10,72,10,31
Mario,Edwards Jr,72,31,97,32,3,75,88,75,45,47,6,15,25,10,31,27,81
Blake,Fisher,71,22,57,32,18,66,83,88,33,22,7,12,17,10,81,9,34
Christian,Harris,71,24,48,32,17,90,69,80,55,69,6,57,24,39,36,66,77
Jaylin,Smith,70,21,30,32,2,91,54,79,59,68,6,73,22,78,30,72,61
M.J.,Stewart Jr,70,29,29,32,5,88,66,86,63,66,6,74,11,76,25,76,66
Woody,Marks,70,24,27,32,4,88,70,88,93,71,10,80,23,76,40,24,31
Casey,Toohill,69,29,94,32,15,85,75,85,43,50,6,31,14,10,29,41,80
Xavier,Hutchinson,69,25,19,32,20,88,62,91,71,85,42,73,15,29,34,17,32
Brevin,Jordan,68,25,9,32,19,86,73,78,74,80,33,78,11,42,55,17,43
Jaylen,Reed,68,22,34,32,5,89,67,89,58,65,6,59,15,76,30,68,65
Myles,Bryant,68,27,27,32,2,91,52,87,61,71,9,71,12,48,25,62,63
Russ,Yeast,68,26,25,32,5,86,62,83,59,67,12,73,12,35,25,67,61
Tremon,Smith,68,29,11,32,2,91,58,80,76,78,24,77,13,88,30,65,51
Cade,Stover,67,25,87,32,19,84,74,86,70,78,15,68,14,15,66,47,58
Dare,Ogunbowale,67,31,33,32,4,88,71,81,86,70,25,82,56,77,41,18,37
Dylan,Horton,67,25,92,32,15,81,73,84,40,39,6,42,30,10,37,27,81
Irv,Smith Jr,67,27,83,32,19,86,71,87,76,79,15,69,12,41,60,13,34
Jakob,Johnson,67,30,43,32,4,77,82,82,75,60,6,52,25,30,74,45,71
Kurt,Hinish,67,26,93,32,3,70,88,84,34,37,6,15,11,10,39,16,77
Tommy,Togiai,67,25,72,32,3,71,91,90,26,23,6,18,17,12,38,16,81
J.J.,Taylor,66,27,26,32,4,85,64,78,85,67,15,83,16,76,26,26,34
Jake,Andrews,66,25,60,32,1,67,87,87,35,41,17,21,13,10,77,16,42
Jamal,Hill,66,24,56,32,17,91,65,83,55,64,23,65,11,35,40,65,78
Kyonte,Hamilton,66,22,58,32,3,72,85,93,41,26,37,35,33,28,34,15,80
Nick,Niemann,66,27,32,32,12,88,71,83,52,57,6,37,20,10,37,59,82
Austin,Brinkman,65,23,40,32,10,70,65,80,58,47,6,32,20,10,49,22,54
Davis,Mills,65,26,10,32,14,78,56,88,61,22,79,51,41,10,13,12,19
LaDarius,Henderson,64,23,73,32,16,64,83,85,24,29,5,10,12,10,75,12,31
Luke,Lachey,64,24,42,32,19,77,74,85,72,78,15,65,23,24,52,27,45
D'Angelo,Ross,63,28,37,32,2,92,59,75,51,70,8,74,15,64,20,63,55
Jake,Hansen,63,27,35,32,12,81,71,94,64,61,6,43,10,10,36,48,83
Zach,Thomas,63,27,78,32,8,74,81,86,27,22,6,10,13,10,74,10,34
Austin,Deculus,62,26,76,32,18,70,84,90,24,19,6,16,16,10,70,9,27
Graham,Mertz,61,24,18,32,14,77,60,83,55,27,79,46,18,21,24,19,21
